date,cloud_provider,account_id,instance_id,instance_type,service_name,region,availability_zone,status,cpu_usage,memory_usage,storage_usage_gb,network_in_mb,network_out_mb,running_hours,daily_cost_usd,environment,project_name,team_name
2026-05-09,AWS,123456789012,i-e1b05adc534df2c64,t3.medium,EKS,us-west-2,us-west-2b,Running,30.09,73.24,763.82,117.57,546.46,9.02,0.36,Development,Analytics Platform,QA Automation
2026-07-17,AWS,345678901234,i-304c3a69e7bb5d234,m5.xlarge,EC2,us-east-1,us-east-1a,Running,21.91,79.94,189.39,2047.6,2873.15,9.58,1.84,QA,Cloud Migration,AI & ML
2026-03-11,AWS,234567890123,i-1f8b0a998f3749ea8,t3.medium,RDS,eu-west-1,eu-west-1a,Stopped,1.11,1.65,520.02,2.56,2.98,1.88,0.1,UAT,Cloud Migration,QA Automation
2025-08-25,AWS,123456789012,i-b6997ebf6740d07b0,m5.xlarge,S3,eu-west-1,eu-west-1b,Running,47.7,53.98,97.03,790.75,2042.98,11.09,2.13,Production,Analytics Platform,Platform Engineering
2025-12-31,AWS,123456789012,i-f485a962db5cc7007,c5.large,S3,us-west-2,us-west-2b,Stopped,0.02,0.79,227.42,4.17,1.16,1.68,0.1,Production,Payment Gateway,Platform Engineering
2026-06-08,AWS,123456789012,i-7d1afcc4f14a3e3e0,c5.large,S3,us-west-2,us-west-2b,Stopped,1.53,0.89,92.75,2.73,3.14,1.25,0.1,UAT,Analytics Platform,Platform Engineering
2026-07-14,AWS,123456789012,i-171ac826a6fce4847,m5.large,EC2,ap-southeast-1,ap-southeast-1a,Running,73.85,23.02,767.76,1815.56,4205.07,23.12,2.22,Development,Payment Gateway,Data Engineering
2026-05-28,AWS,123456789012,i-4f4609d4fbde09620,m5.large,RDS,us-west-2,us-west-2a,Running,75.94,32.85,489.68,752.54,3484.54,18.07,1.73,QA,Cloud Migration,Platform Engineering
2025-09-09,AWS,345678901234,i-a99ed5ebe1bd812cb,t3.medium,ECS,us-west-2,us-west-2a,Stopped,1.95,1.61,453.72,4.57,4.48,1.0,0.1,Production,Customer360,Backend
2026-02-19,AWS,345678901234,i-9bd8cff158c4c1ca7,c5.large,Lambda,ap-southeast-1,ap-southeast-1b,Running,73.2,31.22,53.57,3271.66,2950.26,10.58,0.9,Development,Inventory System,Platform Engineering
2025-12-25,AWS,345678901234,i-72833d2a2ba847803,t3.micro,EKS,ap-southeast-1,ap-southeast-1a,Running,87.52,39.64,37.6,4443.03,1185.66,20.34,0.2,QA,Analytics Platform,Backend
2025-09-22,AWS,123456789012,i-9ae6fbf3eea29130a,m5.large,Lambda,eu-west-1,eu-west-1a,Running,46.49,43.41,450.84,4178.81,2114.83,19.08,1.83,Production,Inventory System,Backend
2026-06-20,AWS,234567890123,i-96471ca40f98dcc16,m5.large,RDS,us-west-2,us-west-2a,Stopped,1.68,1.04,185.91,4.62,2.99,1.79,0.1,QA,Cloud Migration,Data Engineering
2026-02-12,AWS,123456789012,i-55a7b92868492545a,t3.small,EC2,eu-west-1,eu-west-1a,Stopped,0.19,0.11,797.84,0.88,3.47,1.16,0.1,QA,Recommendation Engine,Backend
2026-06-09,AWS,123456789012,i-7a817cc72eee2fea3,t3.small,EC2,ap-south-1,ap-south-1b,Stopped,0.09,1.43,750.23,0.41,3.76,1.21,0.1,Development,Payment Gateway,AI & ML
2026-01-14,AWS,123456789012,i-5ebe98d7929da2227,c5.large,EC2,ap-south-1,ap-south-1a,Stopped,1.86,1.43,710.64,1.01,0.15,0.85,0.1,Development,Customer360,QA Automation
2025-12-16,AWS,345678901234,i-dc0668235ba6e38fa,m5.xlarge,EC2,us-west-2,us-west-2b,Stopped,1.55,0.98,579.05,0.87,4.9,1.73,0.1,UAT,Analytics Platform,DevOps
2026-01-21,AWS,345678901234,i-a5903744794642d32,t3.medium,RDS,ap-south-1,ap-south-1b,Running,35.26,22.37,839.97,2796.93,938.8,15.67,0.63,UAT,Analytics Platform,QA Automation
2025-12-05,AWS,123456789012,i-34dd221d4f6e2bcc8,m5.large,Lambda,ap-south-1,ap-south-1b,Stopped,0.94,1.8,321.1,4.85,3.09,0.32,0.1,UAT,Payment Gateway,Platform Engineering
2026-01-03,AWS,345678901234,i-ed5a795572df6fe80,c5.large,EC2,eu-west-1,eu-west-1b,Stopped,1.93,1.9,500.88,1.26,3.18,1.37,0.1,UAT,Inventory System,DevOps
2026-05-13,AWS,345678901234,i-f3374cebd4d3fd81b,m5.large,EC2,us-east-1,us-east-1b,Stopped,1.28,0.54,897.25,2.0,4.37,0.71,0.1,QA,Cloud Migration,AI & ML
2026-05-31,AWS,123456789012,i-95036fb5e35bcd67d,t3.micro,EKS,us-west-2,us-west-2a,Stopped,1.94,0.29,529.8,3.77,4.78,1.92,0.1,Development,Inventory System,Platform Engineering
2026-07-07,AWS,345678901234,i-f513ad4c7137cf95c,t3.small,ECS,us-east-1,us-east-1a,Running,61.11,38.18,811.38,196.03,3981.77,13.54,0.27,UAT,Analytics Platform,Data Engineering
2026-05-17,AWS,234567890123,i-990c801f97b768431,t3.medium,S3,ap-south-1,ap-south-1a,Stopped,1.68,1.3,617.51,4.17,3.54,1.72,0.1,Development,Cloud Migration,DevOps
2026-01-05,AWS,345678901234,i-d77f1b048e4875032,t3.medium,S3,us-east-1,us-east-1b,Running,92.5,27.87,248.46,4022.01,4973.12,14.35,0.57,UAT,Payment Gateway,Backend
2025-10-08,AWS,123456789012,i-f3ea8bb8b0d3b659b,m5.xlarge,RDS,ap-southeast-1,ap-southeast-1b,Stopped,1.13,1.02,427.27,3.45,4.41,0.22,0.1,QA,Payment Gateway,Data Engineering
2025-10-19,AWS,345678901234,i-2c20d8d5e465c9f19,t3.small,S3,ap-southeast-1,ap-southeast-1a,Running,68.17,60.13,316.0,2618.37,2637.08,14.43,0.29,QA,Inventory System,Platform Engineering
2025-12-25,AWS,345678901234,i-dd24a2eeb454d1349,t3.medium,EC2,ap-south-1,ap-south-1b,Stopped,0.31,0.97,465.17,4.32,4.74,1.99,0.1,Production,Cloud Migration,Platform Engineering
2025-09-28,AWS,234567890123,i-0e8655f24ddcdfc01,t3.micro,Lambda,ap-south-1,ap-south-1b,Running,45.15,42.76,531.78,2747.96,1579.89,12.29,0.12,Production,Recommendation Engine,Backend
2026-02-04,AWS,123456789012,i-8315ecf9f7ccf84d0,t3.small,S3,ap-south-1,ap-south-1b,Stopped,1.88,1.86,702.37,2.39,1.87,1.07,0.1,Development,Cloud Migration,Backend
2026-07-23,AWS,234567890123,i-c05e782b29287332b,m5.large,S3,ap-southeast-1,ap-southeast-1b,Stopped,0.44,0.3,116.24,2.21,4.49,0.65,0.1,UAT,Recommendation Engine,AI & ML
2025-08-21,AWS,123456789012,i-53c1758926fd3b23a,m5.large,Lambda,us-west-2,us-west-2b,Stopped,0.4,1.76,541.77,1.67,4.65,0.05,0.1,Development,Customer360,Backend
2026-06-01,AWS,123456789012,i-f3ea8bb8b0d3b659b,m5.large,EC2,ap-south-1,ap-south-1a,Stopped,1.43,1.99,137.99,4.13,3.38,0.6,0.1,Development,Recommendation Engine,DevOps
2025-11-30,AWS,345678901234,i-f3374cebd4d3fd81b,t3.medium,ECS,us-east-1,us-east-1a,Running,64.63,71.06,468.55,2152.66,349.83,23.26,0.93,Development,Customer360,AI & ML
2026-01-08,AWS,345678901234,i-618f4bc794e2cb075,m5.xlarge,EKS,ap-southeast-1,ap-southeast-1b,Stopped,1.11,1.37,145.34,4.37,3.27,1.45,0.1,QA,Cloud Migration,AI & ML
2026-07-14,AWS,345678901234,i-73931bdb2a0df3dbe,c5.large,S3,ap-southeast-1,ap-southeast-1b,Stopped,1.21,1.12,500.1,3.76,4.98,0.62,0.1,Development,Recommendation Engine,Backend
2026-03-26,AWS,345678901234,i-0ee4c5be02ca19d86,t3.micro,EC2,us-east-1,us-east-1c,Running,91.91,50.42,813.31,1614.39,4767.16,16.57,0.17,Production,Cloud Migration,AI & ML
2026-02-27,AWS,345678901234,i-8038a39d5e0853964,m5.large,Lambda,eu-west-1,eu-west-1b,Stopped,1.6,1.54,313.76,3.5,3.98,0.1,0.1,UAT,Cloud Migration,QA Automation
2025-08-11,AWS,123456789012,i-6ee0b4490fba7ddc9,t3.medium,ECS,ap-southeast-1,ap-southeast-1a,Running,79.7,28.05,770.76,3608.73,4246.24,11.37,0.45,Development,Recommendation Engine,Platform Engineering
2025-08-24,AWS,345678901234,i-76a08431eb448b778,t3.micro,RDS,ap-southeast-1,ap-southeast-1a,Stopped,1.55,1.86,853.01,2.32,2.43,1.66,0.1,Development,Customer360,QA Automation
2025-10-15,AWS,345678901234,i-26d89587c7346079e,t3.small,S3,ap-southeast-1,ap-southeast-1b,Running,37.23,25.48,173.91,1806.1,1306.86,11.52,0.23,Development,Analytics Platform,Platform Engineering
2025-10-21,AWS,234567890123,i-b35c47009edc77eb4,t3.small,Lambda,ap-southeast-1,ap-southeast-1b,Running,77.73,50.21,442.43,3826.03,1870.94,17.62,0.35,UAT,Cloud Migration,Platform Engineering
2025-08-29,AWS,123456789012,i-e1b05adc534df2c64,m5.large,Lambda,eu-west-1,eu-west-1a,Running,53.5,47.62,262.31,1446.78,2841.01,21.19,2.03,UAT,Analytics Platform,QA Automation
2026-02-14,AWS,345678901234,i-b1812926337c6675d,t3.small,S3,ap-south-1,ap-south-1b,Stopped,0.61,1.89,626.83,4.9,1.34,1.2,0.1,QA,Customer360,Platform Engineering
2025-11-12,AWS,234567890123,i-64763de2340fb9b4e,c5.large,S3,us-east-1,us-east-1a,Stopped,1.31,1.7,734.62,3.54,3.8,0.55,0.1,UAT,Inventory System,Platform Engineering
2025-08-13,AWS,345678901234,i-102163324c53589e2,m5.large,EC2,ap-southeast-1,ap-southeast-1a,Running,68.77,26.21,65.36,338.67,3392.53,11.19,1.07,Development,Recommendation Engine,Backend
2026-06-19,AWS,123456789012,i-296b6d455786351e2,m5.large,Lambda,ap-southeast-1,ap-southeast-1b,Stopped,0.71,1.31,639.23,3.24,1.9,0.1,0.1,UAT,Customer360,DevOps
2025-09-02,AWS,234567890123,i-a92db2c47338f273a,t3.medium,EC2,ap-south-1,ap-south-1b,Running,40.14,60.21,48.13,758.67,1394.88,13.39,0.54,Development,Recommendation Engine,AI & ML
2026-04-01,AWS,345678901234,i-f05df4af981c35168,t3.small,RDS,us-west-2,us-west-2a,Running,71.53,59.1,414.75,1757.47,413.03,18.33,0.37,UAT,Analytics Platform,DevOps
2026-02-10,AWS,345678901234,i-4f4609d4fbde09620,t3.micro,EC2,ap-south-1,ap-south-1b,Running,84.94,27.03,703.61,1185.48,426.57,15.03,0.15,QA,Cloud Migration,Data Engineering
2025-08-25,AWS,345678901234,i-81634ff5511b96d8a,t3.medium,EKS,us-west-2,us-west-2b,Running,12.49,87.69,228.38,2028.46,3803.09,20.82,0.83,UAT,Customer360,Platform Engineering
2026-01-21,AWS,345678901234,i-29ca42db0b956af67,t3.medium,S3,us-west-2,us-west-2b,Stopped,0.49,1.27,736.62,1.83,4.72,0.94,0.1,Production,Cloud Migration,AI & ML
2025-10-25,AWS,234567890123,i-d3763ba50ca0c6e72,t3.micro,S3,eu-west-1,eu-west-1a,Stopped,0.23,1.07,58.82,4.33,3.05,1.86,0.1,Production,Inventory System,Backend
2025-09-27,AWS,345678901234,i-462ddaed16dc0cf0b,c5.large,EC2,us-west-2,us-west-2a,Running,37.83,72.51,564.24,4411.38,2280.36,9.3,0.79,UAT,Cloud Migration,Backend
2026-08-01,AWS,234567890123,i-e131550f327ead6a7,c5.large,EC2,us-east-1,us-east-1b,Stopped,1.21,1.98,714.48,3.06,2.18,1.98,0.1,UAT,Customer360,QA Automation
2026-05-18,AWS,234567890123,i-6e36fc9a5138f96b1,t3.small,EC2,us-east-1,us-east-1a,Stopped,0.67,0.3,359.31,2.16,0.36,1.44,0.1,Development,Inventory System,DevOps
2025-12-09,AWS,234567890123,i-304c3a69e7bb5d234,t3.medium,Lambda,us-west-2,us-west-2b,Running,28.3,64.04,509.19,2072.24,611.24,17.36,0.69,Development,Customer360,Backend
2025-11-26,AWS,123456789012,i-a0144acc6c2c6f3ae,t3.micro,EC2,eu-west-1,eu-west-1a,Stopped,1.96,0.85,657.31,0.3,2.3,1.18,0.1,Production,Recommendation Engine,Backend
2026-05-14,AWS,123456789012,i-fea518f32cf214492,m5.large,ECS,us-west-2,us-west-2a,Stopped,0.39,0.04,844.88,1.2,1.86,0.13,0.1,Production,Cloud Migration,Data Engineering
2025-11-28,AWS,123456789012,i-9e8325916a427bc19,c5.large,Lambda,ap-south-1,ap-south-1a,Stopped,0.42,1.69,872.3,1.9,2.33,1.52,0.1,Production,Recommendation Engine,AI & ML
2026-04-05,AWS,123456789012,i-c850a7081fb753778,t3.micro,EC2,us-west-2,us-west-2b,Stopped,1.69,0.97,423.22,4.28,3.69,0.15,0.1,Production,Inventory System,AI & ML
2026-03-17,AWS,234567890123,i-75e173e4eaede5fe8,t3.micro,EKS,ap-south-1,ap-south-1b,Stopped,0.13,0.67,106.17,3.98,0.64,0.39,0.1,QA,Inventory System,DevOps
2025-11-20,AWS,123456789012,i-b35c47009edc77eb4,t3.medium,EKS,ap-south-1,ap-south-1b,Running,71.47,59.44,148.83,2436.24,431.78,19.07,0.76,Production,Recommendation Engine,AI & ML
2025-10-29,AWS,123456789012,i-e131550f327ead6a7,t3.medium,RDS,eu-west-1,eu-west-1a,Running,38.39,24.86,422.31,3781.69,1190.88,19.17,0.77,QA,Analytics Platform,Platform Engineering
2026-01-25,AWS,234567890123,i-f03cd10296eab17ea,t3.medium,RDS,eu-west-1,eu-west-1a,Running,51.11,27.08,524.44,1981.8,269.65,9.13,0.37,Production,Recommendation Engine,AI & ML
2026-04-08,AWS,345678901234,i-75250def91799e278,t3.medium,Lambda,eu-west-1,eu-west-1b,Running,38.79,53.22,825.28,232.61,2785.07,18.71,0.75,QA,Customer360,AI & ML
2025-12-14,AWS,345678901234,i-bcfe11a3885ccb28c,m5.xlarge,ECS,us-east-1,us-east-1a,Running,48.26,60.52,51.97,3518.51,2150.85,13.11,2.52,QA,Recommendation Engine,QA Automation
2025-10-17,AWS,123456789012,i-b37da3fff65d07145,t3.small,RDS,ap-south-1,ap-south-1b,Stopped,0.47,0.3,580.94,0.88,2.07,1.79,0.1,QA,Cloud Migration,Platform Engineering
2026-06-22,AWS,123456789012,i-f62f25cbfe5abfff8,t3.medium,EC2,ap-south-1,ap-south-1b,Stopped,1.62,0.22,430.73,0.59,0.17,1.91,0.1,UAT,Customer360,Backend
2025-11-24,AWS,234567890123,i-7cbbff04e57286455,t3.medium,RDS,ap-south-1,ap-south-1b,Stopped,0.13,1.83,877.3,3.53,1.23,0.47,0.1,UAT,Payment Gateway,AI & ML
2026-02-26,AWS,123456789012,i-3040b7a05814d32fe,t3.medium,EC2,us-east-1,us-east-1b,Stopped,1.65,0.3,40.51,1.06,2.09,1.14,0.1,QA,Customer360,Backend
2025-11-25,AWS,234567890123,i-d40987e7be20f4ac6,m5.xlarge,EKS,us-west-2,us-west-2a,Stopped,1.86,0.1,584.94,3.62,3.35,0.61,0.1,Production,Customer360,Platform Engineering
2025-09-06,AWS,123456789012,i-077021721a278f64f,t3.medium,ECS,eu-west-1,eu-west-1a,Running,63.57,54.85,724.75,835.48,317.04,20.1,0.8,Production,Customer360,Backend
2026-06-15,AWS,234567890123,i-f03cd10296eab17ea,t3.medium,ECS,us-west-2,us-west-2a,Stopped,0.26,0.69,439.23,2.28,2.4,0.12,0.1,Production,Inventory System,DevOps
2026-01-07,AWS,123456789012,i-419b1b673bd4755d0,m5.large,EKS,ap-southeast-1,ap-southeast-1b,Stopped,1.81,1.26,138.14,3.46,4.79,0.12,0.1,Production,Payment Gateway,DevOps
2025-10-25,AWS,234567890123,i-f4fb5cff45671d08d,t3.small,RDS,ap-southeast-1,ap-southeast-1b,Running,90.01,62.3,392.23,3452.04,4088.41,8.5,0.17,Production,Cloud Migration,DevOps
2026-08-06,AWS,345678901234,i-005dfc220e3bcbc50,t3.micro,EC2,eu-west-1,eu-west-1b,Running,75.78,82.74,395.15,3286.43,832.52,8.81,0.09,Development,Analytics Platform,DevOps
2026-06-21,AWS,234567890123,i-c5d1c1419dc9ab084,m5.large,EKS,ap-south-1,ap-south-1a,Stopped,1.78,1.9,435.37,2.75,4.41,0.27,0.1,QA,Analytics Platform,Backend
2025-10-01,AWS,123456789012,i-25129f0d4ff3c060d,m5.xlarge,EC2,ap-southeast-1,ap-southeast-1b,Stopped,0.21,1.67,767.81,2.06,1.54,1.1,0.1,Development,Customer360,Data Engineering
2025-09-24,AWS,345678901234,i-0f200529df4648ed7,c5.large,EKS,us-west-2,us-west-2b,Stopped,0.73,0.82,52.62,1.45,4.31,0.21,0.1,Development,Customer360,DevOps
2026-03-04,AWS,345678901234,i-00a6273551d3aa66c,t3.small,ECS,ap-south-1,ap-south-1b,Running,25.38,81.7,171.5,4846.96,2261.43,18.52,0.37,Production,Recommendation Engine,DevOps
2025-11-19,AWS,345678901234,i-80eff0f76fede2078,t3.small,EC2,us-east-1,us-east-1a,Running,65.27,41.76,480.13,3149.88,2086.96,8.87,0.18,Development,Recommendation Engine,DevOps
2026-04-23,AWS,345678901234,i-0ee4c5be02ca19d86,t3.medium,EC2,us-east-1,us-east-1c,Stopped,0.6,1.38,425.57,2.01,0.79,0.04,0.1,Development,Payment Gateway,Backend
2025-08-28,AWS,234567890123,i-b3d48f729d860030c,c5.large,RDS,eu-west-1,eu-west-1b,Stopped,0.65,0.1,802.95,4.83,3.79,1.64,0.1,UAT,Inventory System,Platform Engineering
2026-02-13,AWS,123456789012,i-6171e1b68bec307bf,m5.large,Lambda,us-west-2,us-west-2a,Stopped,1.03,0.26,161.56,1.27,1.6,0.95,0.1,Production,Inventory System,DevOps
2026-07-10,AWS,123456789012,i-c381aed2f0d708374,c5.large,Lambda,ap-south-1,ap-south-1a,Running,46.07,34.64,667.12,593.72,4307.11,23.56,2.0,Development,Inventory System,Platform Engineering
2026-04-14,AWS,123456789012,i-9b04171db6662a6fe,m5.large,S3,ap-southeast-1,ap-southeast-1a,Stopped,0.79,0.33,606.31,0.36,4.25,0.81,0.1,Production,Cloud Migration,Data Engineering
2025-12-17,AWS,234567890123,i-c850a7081fb753778,m5.large,ECS,us-west-2,us-west-2b,Stopped,1.64,1.52,371.36,3.94,2.13,0.64,0.1,UAT,Recommendation Engine,DevOps
2025-10-24,AWS,123456789012,i-d91213dd3e8b8203e,m5.xlarge,RDS,us-east-1,us-east-1c,Stopped,1.14,0.68,870.19,2.72,3.66,1.9,0.1,Production,Cloud Migration,QA Automation
2025-09-23,AWS,345678901234,i-440204fd424ded5ed,t3.micro,S3,ap-southeast-1,ap-southeast-1b,Running,88.43,74.44,290.52,1104.31,3612.65,12.75,0.13,QA,Payment Gateway,Backend
2025-12-07,AWS,234567890123,i-d80f0acca3f36afa5,m5.xlarge,Lambda,ap-southeast-1,ap-southeast-1a,Running,88.64,57.72,648.95,3649.13,4205.97,12.77,2.45,Production,Cloud Migration,Backend
2025-09-04,AWS,123456789012,i-6171e1b68bec307bf,m5.xlarge,S3,us-west-2,us-west-2a,Stopped,0.53,1.42,54.09,4.54,2.06,0.39,0.1,UAT,Payment Gateway,AI & ML
2025-12-18,AWS,123456789012,i-6ee7b3bb1c863e260,t3.medium,RDS,ap-southeast-1,ap-southeast-1a,Running,44.09,76.14,717.59,3288.51,3961.19,21.87,0.87,QA,Cloud Migration,DevOps
2026-06-18,AWS,345678901234,i-80a1ea4619a12c2c8,t3.micro,EKS,us-east-1,us-east-1c,Stopped,1.39,0.89,590.66,4.47,1.84,0.7,0.1,Development,Analytics Platform,QA Automation
2025-09-03,AWS,123456789012,i-212f19d54dbcecc24,t3.medium,RDS,us-east-1,us-east-1a,Running,20.27,87.82,535.66,1094.47,3199.91,9.31,0.37,Development,Analytics Platform,DevOps
2026-08-05,AWS,345678901234,i-27ba52ae08672b830,c5.large,EC2,eu-west-1,eu-west-1b,Running,10.04,69.93,164.23,4802.56,4087.67,14.6,1.24,Development,Inventory System,QA Automation
2026-02-06,AWS,234567890123,i-18f606c38f5652424,m5.xlarge,Lambda,eu-west-1,eu-west-1a,Running,19.74,30.97,693.93,1651.1,3816.36,13.07,2.51,QA,Payment Gateway,QA Automation
2025-09-16,AWS,345678901234,i-25129f0d4ff3c060d,t3.micro,Lambda,us-east-1,us-east-1a,Stopped,0.04,0.64,763.38,3.16,3.15,0.8,0.1,QA,Recommendation Engine,Platform Engineering
2026-03-10,AWS,234567890123,i-d9e846345087770b2,t3.micro,S3,us-west-2,us-west-2b,Running,35.32,63.13,66.18,4483.68,221.86,13.35,0.13,Development,Cloud Migration,QA Automation
2025-11-12,AWS,234567890123,i-a7fb95593f485a27b,m5.xlarge,RDS,eu-west-1,eu-west-1b,Stopped,0.67,0.21,222.81,0.95,0.53,1.94,0.1,QA,Inventory System,AI & ML
2025-08-12,AWS,234567890123,i-9e1b429ad564b858f,m5.large,S3,ap-southeast-1,ap-southeast-1b,Running,23.56,28.06,569.72,1568.9,2905.23,13.62,1.31,Development,Customer360,Data Engineering
2026-07-14,AWS,234567890123,i-14bf964c617ea48a1,c5.large,RDS,us-west-2,us-west-2a,Running,35.87,52.85,764.99,3922.0,1321.36,21.08,1.79,UAT,Cloud Migration,Data Engineering
2026-05-14,AWS,234567890123,i-ed9bf72e9bd849004,t3.micro,EC2,ap-south-1,ap-south-1b,Stopped,1.68,0.71,338.75,1.92,3.93,0.89,0.1,UAT,Customer360,Data Engineering
2026-05-27,AWS,345678901234,i-1f88cb6915292c348,t3.medium,S3,us-east-1,us-east-1c,Stopped,1.88,0.1,500.93,3.88,3.67,0.83,0.1,Production,Inventory System,Data Engineering
2026-01-09,AWS,234567890123,i-9e1b429ad564b858f,t3.small,ECS,us-west-2,us-west-2a,Stopped,0.81,0.61,194.64,4.07,2.89,0.79,0.1,Production,Cloud Migration,QA Automation
2026-03-29,AWS,123456789012,i-7f51a244fdc7e56b1,t3.micro,EC2,eu-west-1,eu-west-1a,Stopped,1.29,0.79,291.93,4.56,1.87,1.87,0.1,Production,Payment Gateway,DevOps
2026-04-28,AWS,345678901234,i-7e38e74319cd75aa6,m5.large,S3,us-west-2,us-west-2b,Stopped,1.7,0.11,265.37,4.76,2.3,0.69,0.1,QA,Cloud Migration,DevOps
2026-06-06,AWS,234567890123,i-2accd77839232a63b,t3.micro,ECS,us-east-1,us-east-1c,Stopped,1.48,1.52,416.46,3.87,1.44,0.52,0.1,QA,Inventory System,Platform Engineering
2026-01-17,AWS,234567890123,i-95c939b774f4ebdf6,t3.medium,S3,ap-south-1,ap-south-1b,Running,76.76,58.18,733.22,1959.26,2700.17,13.33,0.53,QA,Cloud Migration,Platform Engineering
2025-12-15,AWS,234567890123,i-005dfc220e3bcbc50,t3.medium,EKS,eu-west-1,eu-west-1b,Running,38.04,77.17,124.12,980.34,3252.14,19.74,0.79,Development,Customer360,Platform Engineering
2026-05-01,AWS,234567890123,i-d80f0acca3f36afa5,c5.large,Lambda,ap-south-1,ap-south-1a,Stopped,1.85,1.41,297.39,0.31,2.61,0.52,0.1,Development,Cloud Migration,AI & ML
2026-02-14,AWS,123456789012,i-9a3e247cb2c083eb8,m5.large,Lambda,us-east-1,us-east-1b,Running,40.7,21.68,115.42,3261.69,4073.59,16.85,1.62,Production,Cloud Migration,QA Automation
2026-01-06,AWS,345678901234,i-6daeee6f529a27976,m5.xlarge,EC2,us-west-2,us-west-2a,Stopped,0.22,1.58,539.07,4.48,4.49,1.18,0.1,Production,Inventory System,Platform Engineering
2025-09-16,AWS,123456789012,i-a1a72e3e3211ca241,t3.medium,EC2,ap-south-1,ap-south-1b,Running,14.16,29.2,782.64,340.04,1675.24,19.43,0.78,UAT,Payment Gateway,Data Engineering
2025-08-27,AWS,234567890123,i-5aaef02f3bfe59b43,t3.small,Lambda,ap-south-1,ap-south-1a,Stopped,1.27,0.22,896.2,1.41,3.09,0.13,0.1,Development,Inventory System,DevOps
2026-06-04,AWS,234567890123,i-440630606f47d629e,t3.micro,Lambda,us-west-2,us-west-2b,Stopped,1.56,1.38,554.05,4.68,1.19,0.33,0.1,UAT,Customer360,Platform Engineering
2025-12-19,AWS,234567890123,i-6adb34d88db8c6df5,c5.large,RDS,eu-west-1,eu-west-1a,Stopped,1.84,1.81,749.46,4.33,4.67,0.09,0.1,Production,Recommendation Engine,Backend
2025-09-03,AWS,123456789012,i-5aaef02f3bfe59b43,c5.large,ECS,us-east-1,us-east-1b,Running,83.32,25.0,899.87,3796.77,4607.26,12.71,1.08,QA,Customer360,Platform Engineering
2025-11-21,AWS,123456789012,i-9f917c10696489a30,m5.xlarge,Lambda,us-east-1,us-east-1b,Stopped,0.39,0.94,713.4,2.26,1.02,1.94,0.1,Production,Cloud Migration,DevOps
2025-11-24,AWS,234567890123,i-81e3c29b62179273c,m5.large,EC2,us-east-1,us-east-1c,Running,44.1,46.99,357.2,443.85,4196.0,13.07,1.25,QA,Cloud Migration,Backend
2025-11-08,AWS,234567890123,i-182ffdad3582bdae0,m5.xlarge,S3,ap-south-1,ap-south-1a,Running,19.86,77.51,105.74,816.14,2854.19,9.81,1.88,UAT,Customer360,DevOps
2026-07-13,AWS,345678901234,i-3ee17c1c169ec99e5,t3.small,RDS,ap-south-1,ap-south-1a,Running,35.12,50.81,153.67,261.62,1926.34,23.38,0.47,UAT,Payment Gateway,AI & ML
2025-12-28,AWS,345678901234,i-e19d23119cc3d70ec,t3.small,EKS,ap-southeast-1,ap-southeast-1b,Stopped,0.19,0.17,156.21,4.28,0.76,1.11,0.1,QA,Inventory System,AI & ML
2025-10-11,AWS,123456789012,i-f3ea8bb8b0d3b659b,m5.large,S3,us-west-2,us-west-2a,Running,93.07,53.85,476.61,1258.05,4797.2,18.88,1.81,QA,Payment Gateway,Backend
2025-11-19,AWS,345678901234,i-7ae49cdbf5692f456,m5.xlarge,S3,us-east-1,us-east-1b,Running,49.35,62.17,795.07,1401.69,2263.21,15.41,2.96,UAT,Cloud Migration,DevOps
2026-05-08,AWS,345678901234,i-0fd16311f38129033,m5.large,RDS,eu-west-1,eu-west-1a,Stopped,0.93,1.58,831.32,2.3,4.61,0.26,0.1,QA,Customer360,Backend
2025-10-14,AWS,345678901234,i-504e1427bbc14ebbe,t3.micro,Lambda,eu-west-1,eu-west-1a,Running,93.02,36.57,641.41,2874.55,1073.12,8.88,0.09,UAT,Inventory System,Platform Engineering
2026-06-02,AWS,345678901234,i-990c801f97b768431,m5.xlarge,Lambda,us-east-1,us-east-1c,Stopped,0.5,1.69,410.89,1.55,1.56,1.69,0.1,UAT,Customer360,Data Engineering
2026-01-20,AWS,234567890123,i-2a1b13cbe1bb5264a,c5.large,Lambda,ap-southeast-1,ap-southeast-1b,Running,49.24,21.95,101.71,2936.82,3884.01,18.24,1.55,Development,Inventory System,Platform Engineering
2025-10-03,AWS,123456789012,i-adb9951981f51909f,t3.small,RDS,us-east-1,us-east-1b,Running,27.49,28.41,443.84,803.39,4837.58,18.86,0.38,Development,Payment Gateway,Backend
2026-02-23,AWS,234567890123,i-6e36fc9a5138f96b1,t3.micro,EC2,us-east-1,us-east-1b,Running,19.43,51.91,101.05,3708.42,821.74,21.1,0.21,Development,Inventory System,Platform Engineering
2026-01-22,AWS,123456789012,i-d884580ae414a19fb,c5.large,ECS,ap-southeast-1,ap-southeast-1a,Running,87.29,57.55,851.26,2469.42,3897.06,21.95,1.87,UAT,Recommendation Engine,DevOps
2025-09-29,AWS,345678901234,i-6c905f032dd9d55b5,c5.large,RDS,us-west-2,us-west-2a,Running,59.8,62.68,38.81,3308.33,2982.29,21.46,1.82,Production,Inventory System,Backend
